title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate
Rep,Karen,,Bass,,,D,CA,37,1,F,202-225-7084,202- 225-2422,http://bass.house.gov,http://bass.house.gov/contact-me/email-me,408 Cannon House Office Building,B001270,28963,H0CA33117,412404,N00031877,RepKarenBass,http://www.opencongress.org/wiki/Karen_Bass,http://youtube.com/RepKarenBass,190867440939405,,,1953-10-03
Rep,Dan,,Benishek,,,R,MI,1,1,M,202-225-4735,202- 225-4744,http://benishek.house.gov,http://benishek.house.gov/contact-me/email-me,514 Cannon House Office Building,B001271,123056,H0MI01088,412436,N00031934,CongressmanDan,http://www.opencongress.org/wiki/Dan_Benishek,,124163654317596,,,1952-04-20
Rep,Rick,,Berg,,,R,ND,0,0,M,202-225-2611,202-226-0893,http://berg.house.gov/,,323 Cannon House Office Building,B001272,7693,H0ND00135,412458,N00031629,RepRickBerg,http://www.opencongress.org/wiki/Rick_Berg,http://youtube.com/reprickberg,RepRickBerg,,,1959-08-16
Rep,Diane,,Black,,,R,TN,6,1,F,202-225-4231,202- 225-6887,http://black.house.gov,http://black.house.gov/contact-me/email-me,1531 Longworth House Office Building,B001273,25292,H0TN06257,412478,N00031539,RepDianeBlack,http://www.opencongress.org/wiki/Diane_Black,http://youtube.com/RepDianeBlack,186436274719648,,,1951-01-16
Rep,Mo,,Brooks,,,R,AL,5,1,M,202-225-4801,202-225-4392,http://brooks.house.gov,https://brooks.house.gov/email-me,1230 Longworth House Office Building,B001274,121610,H0AL05163,412395,N00030910,RepMoBrooks,http://www.opencongress.org/wiki/Mo_Brooks,http://youtube.com/RepMoBrooks,155220881193244,,,1954-04-29
Rep,Larry,,Bucshon,,,R,IN,8,1,M,202-225-4636,202-225-3284,http://bucshon.house.gov,http://bucshon.house.gov/contact-me/email-me,1005 Longworth House Office Building,B001275,120335,H0IN08114,412427,N00031227,RepLarryBucshon,http://www.opencongress.org/wiki/Larry_Bucshon,http://youtube.com/RepLarryBucshon,135670516492974,,,1962-05-31
Rep,Ann Marie,,Buerkle,,,R,NY,25,0,F,202-225-3701,202-225-4042,http://buerkle.house.gov/,,1630 Longworth House Office Building,B001276,127047,H0NY25078,412456,N00031640,RepBuerkle,http://www.opencongress.org/wiki/Ann_Marie_Buerkle,http://youtube.com/RepBuerkle,112695845462513,,,1951-05-08
Sen,Richard,,Blumenthal,,,D,CT,Senior Seat,1,M,202-224-2823,,http://www.blumenthal.senate.gov,http://www.blumenthal.senate.gov/contact/,724 Hart Senate Office Building,B001277,1568,S0CT00177,412490,N00031685,SenBlumenthal,http://www.opencongress.org/wiki/Richard_Blumenthal,http://youtube.com/SenatorBlumenthal,289987304364966,,III,1946-02-13
Rep,Suzanne,,Bonamici,,,D,OR,1,1,F,202-225-0855,202-225-9497,http://bonamici.house.gov,https://bonamici.house.gov/contact-me,439 Cannon House Office Building,B001278,59641,H2OR01133,412501,N00033474,RepBonamici,http://www.opencongress.org/wiki/Suzanne_Bonamici,http://youtube.com/RepSuzanneBonamici,252633384817156,,,1954-10-14
Rep,Ron,,Barber,,,D,AZ,2,1,M,202-225-2542,202-225-0378,http://barber.house.gov,https://barber.house.gov/contact-me/email-me,1029 Longworth House Office Building,B001279,137292,H2AZ08094,412502,N00033981,RepRonBarber,http://www.opencongress.org/wiki/Ron_Barber,http://youtube.com/RepRonBarber,244907165625305,,,1945-08-25
Rep,Kerry,L.,Bentivolio,,,R,MI,11,1,M,202-225-8171,,http://bentivolio.house.gov,http://bentivolio.house.gov/contact/email-me,226 Cannon House Office Building,B001280,123059,H2MI11133,412547,N00033625,RepKerryB,,http://youtube.com/repkerry,316865541750741,,,1951-10-06
Rep,Joyce,,Beatty,,,D,OH,3,1,F,202-225-4324,,http://beatty.house.gov,http://beatty.house.gov/contact/email-me,417 Cannon House Office Building,B001281,2427,H2OH03125,412565,N00033904,RepBeatty,,,,,,1950-03-12
Rep,Garland,,Barr,,Andy,R,KY,6,1,M,202-225-4706,,http://barr.house.gov,http://barr.house.gov/contact/email-me,1432 Longworth House Office Building,B001282,117290,H0KY06104,412541,N00031233,RepAndyBarr,,http://youtube.com/RepAndyBarr,457461137635018,,,1973-07-24
Rep,Jim,,Bridenstine,,,R,OK,1,1,M,202-225-2211,918-935-2716,http://bridenstine.house.gov,http://bridenstine.house.gov/contact/email-me,216 Cannon House Office Building,B001283,135894,H2OK01143,412567,N00033532,RepJBridenstine,,http://youtube.com/RepJimBridenstine,460003650715961,,,1975-06-15
Rep,Susan,W.,Brooks,,,R,IN,5,1,F,202-225-2276,,http://susanwbrooks.house.gov,https://susanwbrooks.house.gov/contact/email-me,1505 Longworth House Office Building,B001284,135988,H2IN05082,412539,N00033495,SusanWBrooks,,http://youtube.com/SusanWBrooks,517697358277175,,,1960-08-25
Rep,Julia,,Brownley,,,D,CA,26,1,F,202-225-5811,202-225-1100,http://juliabrownley.house.gov,http://juliabrownley.house.gov/contact/email-me,1019 Longworth House Office Building,B001285,59904,H2CA00120,412516,N00034254,JuliaBrownley26,,http://youtube.com/RepJuliaBrownley,330504617051234,,,1952-08-28
Rep,Cheri,,Bustos,,,D,IL,17,1,F,202-225-5905,309-786-3720,http://bustos.house.gov,http://bustos.house.gov/contact,1009 Longworth House Office Building,B001286,134964,H2IL17071,412537,N00033390,RepCheri,,http://youtube.com/RepCheri,581909665168588,,,1961-10-17
Rep,Ami,,Bera,,,D,CA,7,1,M,202-225-5716,202-226-1298,http://bera.house.gov,http://bera.house.gov/contact,1408 Longworth House Office Building,B001287,120030,H0CA03078,412512,N00030717,RepBera,,http://youtube.com/repamibera,528662157146886,,,1965-03-02
Sen,Cory,Anthony,Booker,,,D,NJ,Junior Seat,1,M,202-224-3224,,http://www.booker.senate.gov,http://www.booker.senate.gov/contact.cfm,141 Hart Senate Office Building,B001288,76151,,412598,N00035267,SenBookerOfc,,,,,II,1969-04-27
Rep,Bradley,,Byrne,,,R,AL,1,1,M,,,,,,B001289,27584,,412601,N00035380,,,,,,,1955-02-16
Rep,Ken,S.,Calvert,,,R,CA,42,1,M,202-225-1986,202-225-2004,http://calvert.house.gov,http://calvert.house.gov/contact/,2269 Rayburn House Office Building,C000059,26777,H2CA37023,400057,N00007099,KenCalvert,http://www.opencongress.org/wiki/Ken_Calvert,http://youtube.com/RepKenCalvert,70063393423,,,1953-06-08
Rep,Dave,Lee,Camp,,Dave,R,MI,4,1,M,202-225-3561,202-225-9679,http://camp.house.gov,http://camp.house.gov/contact,341 Cannon House Office Building,C000071,26911,H0MI10071,400058,N00008086,RepDaveCamp,http://www.opencongress.org/wiki/David_Lee_Camp,http://youtube.com/DaveCampYT,6775033524,,,1953-07-09
Rep,Christopher,B.,Cannon,,Chris,R,UT,3,0,M,,,http://chriscannon.house.gov,,,C000116,393,H6UT03042,400059,N00006349,,http://www.opencongress.org/wiki/Chris_Cannon,,,,,1950-10-20
Sen,Maria,,Cantwell,,,D,WA,Junior Seat,1,F,202-224-3441,202-228-0514,http://www.cantwell.senate.gov,http://www.cantwell.senate.gov/public/index.cfm/email-maria,311 Hart Senate Office Building,C000127,27122,S8WA00194,300018,N00007836,CantwellPress,http://www.opencongress.org/wiki/Maria_Cantwell,http://youtube.com/SenatorCantwell,,,I,1958-10-13
Sen,Benjamin,L.,Cardin,,Ben,D,MD,Junior Seat,1,M,202-224-4524,202-224-1651,http://www.cardin.senate.gov,http://www.cardin.senate.gov/contact/,509 Hart Senate Office Building,C000141,26888,H6MD03177,400064,N00001955,SenatorCardin,http://www.opencongress.org/wiki/Benjamin_Cardin,http://youtube.com/senatorcardin,120421834675191,,I,1943-10-05
Sen,Thomas,Richard,Carper,,Tom,D,DE,Senior Seat,1,M,202-224-2441,202-228-2190,http://www.carper.senate.gov,http://carper.senate.gov/public/index.cfm/email-senator-carper,513 Hart Senate Office Building,C000174,22421,S8DE00079,300019,N00012508,SenatorCarper,http://www.opencongress.org/wiki/Thomas_Carper,http://youtube.com/senatorcarper,124891107521733,,I,1947-01-23
Rep,Julia,May,Carson,,,D,IN,7,0,F,,,http://juliacarson.house.gov,,,C000191,359,H6IN10141,400067,N00003758,,http://www.opencongress.org/wiki/Julia_Carson,,,,,1938-07-08
Rep,Michael,N.,Castle,,,R,DE,0,0,M,,,http://www.house.gov/castle,,,C000243,26792,H2DE00072,400070,N00009775,repmikecastle,http://www.opencongress.org/wiki/Michael_Castle,http://youtube.com/mncastle,,,,1939-07-02
Rep,Steve,J.,Chabot,,Steve,R,OH,1,1,M,202-225-2216,202-225-3012,http://chabot.house.gov,http://chabot.house.gov/email-me/,2371 Rayburn House Office Building,C000266,21790,H8OH01043,400071,N00003689,RepSteveChabot,http://www.opencongress.org/wiki/Steven_Chabot,http://youtube.com/congressmanchabot,204705339555378,,,1953-01-22
Sen,Saxby,,Chambliss,,,R,GA,Senior Seat,1,M,202-224-3521,202-224-0103,http://www.chambliss.senate.gov,http://www.chambliss.senate.gov/public/index.cfm?p=Email,416 Russell Senate Office Building,C000286,22029,S2GA00118,300021,N00002685,SaxbyChambliss,http://www.opencongress.org/wiki/C._Saxby_Chambliss,http://youtube.com/SenatorChambliss,SaxbyChambliss,,II,1943-11-10
Del,Donna,M.,Christensen,,,D,VI,0,1,F,202-225-1790,202-225-5517,http://donnachristensen.house.gov,http://www.house.gov/writerep/,1510 Longworth House Office Building,C000380,1032,H4VI00054,400073,N00000133,DelegateDonna,http://www.opencongress.org/wiki/Donna_Christensen,http://youtube.com/delegatedonna,138013351189,,,1945-09-19
Rep,James,E.,Clyburn,,Jim,D,SC,6,1,M,202-225-3315,202-225-2313,http://clyburn.house.gov,http://clyburn.house.gov/contact-me/email-me,242 Cannon House Office Building,C000537,27066,H2SC02042,400075,N00002408,Clyburn,http://www.opencongress.org/wiki/James_Clyburn,http://youtube.com/repjamesclyburn,127744320598870,,,1940-07-21
Sen,Daniel,Ray,Coats,,Dan,R,IN,Senior Seat,1,M,202-224-5623,,http://www.coats.senate.gov,http://www.coats.senate.gov/contact/,493 Russell Senate Office Building,C000542,53291,S0IN00053,402675,N00003845,SenDanCoats,http://www.opencongress.org/wiki/Daniel_Coats,http://youtube.com/SenatorCoats,180671148633644,,III,1943-05-16
Rep,Howard,Howard,Coble,,Howard,R,NC,6,1,M,202-225-3065,202-225-8611,http://www.house.gov/coble,http://www.house.gov/writerep,2188 Rayburn House Office Building,C000556,27001,H4NC06011,400076,N00002247,HowardCoble,http://www.opencongress.org/wiki/John_Coble,,208742429162356,,,1931-03-18
Sen,Thomas,Allen,Coburn,,Tom,R,OK,Junior Seat,1,M,202-224-5754,202-224-6008,http://www.coburn.senate.gov,http://www.coburn.senate.gov/public/index.cfm/contactsenatorcoburn?p=ContactForm,172 Russell Senate Office Building,C000560,22085,S4OK00174,400576,N00005601,TomCoburn,http://www.opencongress.org/wiki/Tom_Coburn,http://youtube.com/SenatorCoburn,,,III,1948-03-14
Sen,Thad,,Cochran,,,R,MS,Senior Seat,1,M,202-224-5054,202-224-9450,http://www.cochran.senate.gov,http://www.cochran.senate.gov/public/index.cfm/email-me,113 Dirksen Senate Office Building,C000567,53312,S8MS00055,300023,N00003328,SenThadCochran,http://www.opencongress.org/wiki/Thad_Cochran,http://youtube.com/sencochran,,,II,1937-12-07
Sen,Kent,Kent,Conrad,,,D,ND,Senior Seat,0,M,202-224-2043,202-224-7776,http://conrad.senate.gov,http://www.conrad.senate.gov/contact/webform.cfm,530 Hart Senate Office Building,C000705,53331,S6ND00058,300026,N00004613,,http://www.opencongress.org/wiki/Kent_Conrad,http://youtube.com/SenatorConrad,kentconrad,,I,1948-03-12
Rep,John,,Conyers,Jr.,,D,MI,13,1,M,202-225-5126,202-225-0072,http://www.house.gov/conyers,http://conyers.house.gov/index.cfm?FuseAction=Contact.OnlineContactForm,2426 Rayburn House Office Building,C000714,26904,H6MI01028,400080,N00004029,RepJohnConyers,http://www.opencongress.org/wiki/John_Conyers,http://youtube.com/JCMI14,206947066849,,,1929-05-16
Rep,Jim,,Cooper,,,D,TN,5,1,M,202-225-4311,202-226-1035,http://cooper.house.gov,https://forms.house.gov/cooper/webforms/issue_subscribe.html,1536 Longworth House Office Building,C000754,48891,H2TN05131,400081,N00003132,RepJimCooper,http://www.opencongress.org/wiki/Jim_Cooper,http://youtube.com/RepJimCooper,JimCooper,,,1954-06-19
Rep,Jerry,F.,Costello,,,D,IL,12,0,M,202-225-5661,202-225-0285,http://www.house.gov/costello,http://costello.house.gov/IMA/issue_subscribe.shtml,2408 Rayburn House Office Building,C000794,26849,H8IL21021,400082,N00004956,jerrycostello,http://www.opencongress.org/wiki/Jerry_Costello,http://youtube.com/repjerrycostello,115552205154936,,,1949-09-25
Sen,Larry,E.,Craig,,,R,ID,Senior Seat,0,M,,,http://craig.senate.gov,,,C000858,53288,S0ID00057,300029,N00002091,,http://www.opencongress.org/wiki/Larry_Craig,,,,II,1945-07-20
Rep,Robert,E.,Cramer,Jr.,Bud,D,AL,5,0,M,,,http://cramer.house.gov,,,C000868,26714,H0AL05049,400084,N00003042,,http://www.opencongress.org/wiki/Robert_Cramer,,,,,1947-08-22
Sen,Michael,D.,Crapo,,Mike,R,ID,Senior Seat,1,M,202-224-6142,202-228-1375,http://www.crapo.senate.gov,http://www.crapo.senate.gov/contact/email.cfm,239 Dirksen Senate Office Building,C000880,26830,S8ID00027,300030,N00006267,MikeCrapo,http://www.opencongress.org/wiki/Michael_Crapo,http://youtube.com/senatorcrapo,80335332266,,III,1951-05-20
Rep,Barbara,L.,Cubin,,,R,WY,0,0,F,,,http://www.house.gov/cubin,,,C000962,22044,H4WY00055,400088,N00006242,,http://www.opencongress.org/wiki/Barbara_Cubin,,,,,1946-11-30
Rep,Elijah,E.,Cummings,,,D,MD,7,1,M,202-225-4741,202-225-3178,http://www.house.gov/cummings,https://forms.house.gov/wyr/welcome.shtml,2235 Rayburn House Office Building,C000984,345,H6MD07160,400090,N00001971,ElijahECummings,http://www.opencongress.org/wiki/Elijah_Cummings,http://youtube.com/ElijahECummings,291368465380,,,1951-01-18
Sen,Susan,M.,Collins,,,R,ME,Senior Seat,1,F,202-224-2523,202-224-2693,http://www.collins.senate.gov,http://www.collins.senate.gov/public/index.cfm/email,413 Dirksen Senate Office Building,C001035,379,S6ME00159,300025,N00000491,SenatorCollins,http://www.opencongress.org/wiki/Susan_Collins,http://youtube.com/SenatorSusanCollins,7593313361,,II,1952-12-07
Rep,Lois,,Capps,,,D,CA,24,1,F,202-225-3601,202-225-5632,http://capps.house.gov,http://capps.house.gov/contact-me/email-me,2231 Rayburn House Office Building,C001036,16886,H8CA22089,400062,N00007232,RepLoisCapps,http://www.opencongress.org/wiki/Lois_Capps,http://youtube.com/reploiscapps,168989481141,,,1938-01-10
Rep,Michael,E.,Capuano,,Mike,D,MA,7,1,M,202-225-5111,202-225-9322,http://www.house.gov/capuano,http://www.house.gov/capuano/contact/email.shtml,1414 Longworth House Office Building,C001037,18883,H8MA08071,400063,N00000267,,http://www.opencongress.org/wiki/Michael_Capuano,http://youtube.com/RepMikeCapuano,151168844937573,,,1952-01-09
Rep,Joseph,,Crowley,,Joe,D,NY,14,1,M,202-225-3965,202-225-1909,http://crowley.house.gov,http://crowley.house.gov/contact-me/email-me,1436 Longworth House Office Building,C001038,4295,H8NY07046,400087,N00001127,RepJoeCrowley,http://www.opencongress.org/wiki/Joseph_Crowley,http://youtube.com/RepJoeCrowley,176197712425090,,,1962-03-16
Sen,Hillary,Rodham,Clinton,,,D,NY,Junior Seat,0,F,,,http://clinton.senate.gov,,,C001041,55463,S0NY00188,300022,N00000019,hillaryclinton,http://www.opencongress.org/wiki/Hillary_Clinton,,,,I,1947-10-26
Rep,Ander,,Crenshaw,,,R,FL,4,1,M,202-225-2501,202-225-2504,http://crenshaw.house.gov,https://forms.house.gov/wyr/welcome.shtml,440 Cannon House Office Building,C001045,31130,H0FL04066,400086,N00012739,AnderCrenshaw,http://www.opencongress.org/wiki/Ander_Crenshaw,http://youtube.com/RepAnderCrenshaw,200388204657,,,1944-09-01
Rep,Eric,I.,Cantor,,,R,VA,7,1,M,202-225-2815,202-225-0011,http://cantor.house.gov,https://writerep.house.gov/writerep/welcome.shtml,303 Cannon House Office Building,C001046,5121,H0VA07042,400060,N00013131,GOPLeader,http://www.opencongress.org/wiki/Eric_Cantor,http://youtube.com/EricCantor,,,,1963-06-06
Rep,Shelley,Moore,Capito,,,R,WV,2,1,F,202-225-2711,202-225-7856,http://capito.house.gov,https://forms.house.gov/wyr/welcome.shtml,2366 Rayburn House Office Building,C001047,11701,H0WV02138,400061,N00009771,RepShelley,http://www.opencongress.org/wiki/Shelley_Moore_Capito,http://youtube.com/RepShelleyCapito,8057864757,,,1953-11-26
Rep,John,A.,Culberson,,,R,TX,7,1,M,202-225-2571,202-225-4381,http://culberson.house.gov,http://culbersonforms.house.gov/contact/,2352 Rayburn House Office Building,C001048,5488,H0TX07055,400089,N00009738,CongCulberson,http://www.opencongress.org/wiki/John_Culberson,http://youtube.com/johnculbersontx07,1751723339,,,1956-08-24
Rep,Wm.,Lacy,Clay,Jr.,Lacy,D,MO,1,1,M,202-225-2406,202-226-3717,http://lacyclay.house.gov,http://lacyclay.house.gov/contact-us/,2418 Rayburn House Office Building,C001049,8967,H0MO01066,400074,N00012460,,http://www.opencongress.org/wiki/William_Lacy_Clay,http://youtube.com/WilliamLacyClay,109135405838588,,,1956-07-27
Rep,Dennis,A.,Cardoza,,,D,CA,18,0,M,202-225-6131,202-225-0819,http://www.house.gov/cardoza,https://forms.house.gov/wyr/welcome.shtml,2437 Rayburn House Office Building,C001050,9680,H2CA18056,400065,N00024874,RepCardoza,http://www.opencongress.org/wiki/Dennis_Cardoza,http://youtube.com/congressmancardoza,RepDennisCardoza,,,1959-03-31
Rep,John,R.,Carter,,,R,TX,31,1,M,202-225-3864,202-225-5886,http://carter.house.gov,https://forms.house.gov/wyr/welcome.shtml,409 Cannon House Office Building,C001051,49296,H2TX31044,400068,N00025095,JudgeCarter,http://www.opencongress.org/wiki/John_Carter,http://youtube.com/repjohncarter,1287257083,,,1941-11-06
Rep,Tom,,Cole,,,R,OK,4,1,M,202-225-6165,202-225-3512,http://cole.house.gov,https://coleforms.house.gov/contact/default.aspx,2458 Rayburn House Office Building,C001053,46034,H2OK04055,400077,N00025726,TomColeOK04,http://www.opencongress.org/wiki/Tom_Cole,http://youtube.com/reptomcole,146497782066300,,,1949-04-28
Sen,John,,Cornyn,,,R,TX,Senior Seat,1,M,202-224-2934,202-228-2856,http://www.cornyn.senate.gov,http://www.cornyn.senate.gov/public/index.cfm?p=ContactForm,517 Hart Senate Office Building,C001056,15375,S2TX00106,300027,N00024852,JohnCornyn,http://www.opencongress.org/wiki/John_Cornyn,http://youtube.com/senjohncornyn,75755694423,,II,1952-02-02
Sen,Norm,,Coleman,,,R,MN,Senior Seat,0,M,,,http://coleman.senate.gov,,,C001057,20239,S2MN00126,300024,N00013870,,http://www.opencongress.org/wiki/Norm_Coleman,,,,II,1949-08-17
Rep,Ben,Ben,Chandler,III,Ben,D,KY,6,0,M,202-225-4706,202-225-2122,http://chandler.house.gov,https://forms.house.gov/wyr/welcome.shtml,1504 Longworth House Office Building,C001058,1891,H4KY06072,400442,N00026591,,http://www.opencongress.org/wiki/Albert_Chandler,,,,,1959-09-12
Rep,Jim,,Costa,,,D,CA,16,1,M,202-225-3341,202-225-9308,http://costa.house.gov,http://www.house.gov/formcosta/issue.htm,1314 Longworth House Office Building,C001059,3577,H4CA20082,400618,N00026341,RepJimCosta,http://www.opencongress.org/wiki/Jim_Costa,http://youtube.com/RepJimCostaCA20,RepJimCosta,,,1952-04-13
Rep,Russ,Russell,Carnahan,,Russ,D,MO,3,0,M,202-225-2671,202-225-7452,http://www.house.gov/carnahan,http://carnahan.house.gov/contact.shtml,1710 Longworth House Office Building,C001060,39948,H0MO00019,400638,N00005181,RepCarnahan,http://www.opencongress.org/wiki/John_Russell_Carnahan,http://youtube.com/congressmancarnahan,congressmancarnahan,,,1958-07-10
Rep,Emanuel,,Cleaver,II,,D,MO,5,1,M,202-225-4535,202-225-4403,http://cleaver.house.gov,http://cleaver.house.gov/contact-me/email-me,2335 Rayburn House Office Building,C001061,39507,H4MO05234,400639,N00026790,RepCleaver,http://www.opencongress.org/wiki/Emanuel_Cleaver,,7954512692,,,1944-10-26
Rep,K.,Michael,Conaway,,Mike,R,TX,11,1,M,202-225-3605,202-225-1783,http://conaway.house.gov,http://conaway.house.gov/Contact/default.aspx#email,2430 Rayburn House Office Building,C001062,49935,H4TX19136,400655,N00026041,ConawayTX11,http://www.opencongress.org/wiki/K._Michael_Conaway,http://youtube.com/mikeconaway11,203482063021985,,,1948-06-11
Rep,Henry,,Cuellar,,,D,TX,28,1,M,202-225-1640,202-225-1641,http://cuellar.house.gov,http://cuellar.house.gov/Contact/SendMeAnEmail.htm,2431 Rayburn House Office Building,C001063,5486,H2TX23082,400657,N00024978,RepCuellar,http://www.opencongress.org/wiki/Henry_Cuellar,http://youtube.com/henrycuellar,152569121550,,,1955-09-19
Rep,John,B.T.,Campbell,III,,R,CA,45,1,M,202-225-5611,202-225-9177,http://www.campbell.house.gov,https://forms.house.gov/campbell/webforms/issue_subscribe.htm,2331 Rayburn House Office Building,C001064,29368,H6CA48039,412011,N00027565,RepJohnCampbell,http://www.opencongress.org/wiki/John_B.T._Campbell,http://youtube.com/RepJohnCampbellCA48,60546090739,,,1955-07-19
Rep,Christopher,P.,Carney,,Chris,D,PA,10,0,M,,,http://carney.house.gov,,,C001065,60032,H6PA10109,412234,N00027703,,http://www.opencongress.org/wiki/Christopher_Carney,,,,,1959-03-02
